bench,CRuby 3.3.0dev mem (MiB),YJIT 3.3.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,57.625,62.765625,1,1
hexapdf,240.765625,350.70703125,2,2
liquid-c,43.15625,47.06640625,1,1
liquid-compile,38.7734375,41.59765625,1,1
liquid-render,37.7734375,41.8984375,1,1
mail,48.46875,51.55859375,1,1
psych-load,37.36328125,40.125,1,1
railsbench,117.921875,131.0703125,3,2
ruby-lsp,92.09375,128.33984375,5,5
sequel,41.1640625,44.48046875,1,1
binarytrees,29.75,30.1484375,1,1
chunky_png,50.26171875,51.796875,1,1
erubi,121.55859375,124.0234375,1,1
erubi_rails,92.125,99.67578125,2,2
etanni,155.7109375,156.8046875,1,1
fannkuchredux,24.015625,24.61328125,1,1
lee,34.625,37.55859375,1,1
nbody,23.8828125,24.40625,1,1
optcarrot,58.4765625,62.11328125,1,1
ruby-json,25.109375,25.6328125,1,1
rubykon,254.78125,256.78515625,1,1
30k_ifelse,65.8671875,102.359375,6,5
30k_methods,54.75390625,64.00390625,2,2
cfunc_itself,23.86328125,24.2578125,1,1
fib,23.86328125,24.25,1,1
getivar,23.9296875,24.3359375,1,1
keyword_args,23.85546875,24.27734375,1,1
respond_to,23.93359375,24.3515625,1,1
setivar,23.92578125,24.3359375,1,1
setivar_object,23.86328125,24.2578125,1,1
setivar_young,23.86328125,24.26953125,1,1
str_concat,106.515625,114.90234375,1,1
throw,23.92578125,24.31640625,1,1
