bench,No JIT (ms),No JIT RSD,YJIT 3.3 (ms),YJIT 3.3 RSD,YJIT 3.4dev (ms),YJIT 3.4dev RSD,YJIT 3.3 spd,YJIT 3.3 spd RSD,YJIT 3.4dev spd,YJIT 3.4dev spd RSD,% in YJIT
activerecord,1494.0915283831682,0.0508860350900106,985.6532329604739,0.050236069137931265,899.7029828218123,0.0795276155443185,1.5158389161830947,0.07150560264491727,1.660649744315759,0.09441414195631245,99.8078054983589
chunky-png,2475.8755918592215,0.120231505289977,1395.9402221565445,0.09573259446111879,1251.7038309680563,0.11595205264064297,1.7736257989860902,0.15368911642192104,1.9780043254676323,0.16703440776041387,99.98839037665184
erubi-rails,4624.881826713681,0.06418407956279151,3319.567137211561,0.08599063767271455,3103.041163086891,0.07436566481095436,1.3932183430995722,0.10730324243322205,1.49043521617769,0.09823364073522861,99.84155224016558
hexapdf,8644.751580432057,0.481894653372175,6492.744259536266,0.8199219638208246,5222.97475785017,2.409600331535155,1.331448034124402,0.9510491489426223,1.6551394523664757,2.4573148383312664,97.01786801313666
liquid-c,237.39779578187526,0.46867951965282006,197.49540371269407,0.17083506651934485,181.6276135223527,0.5712450629018565,1.2020421301916935,0.49884377523896906,1.307057837615969,0.7389055514960922,99.66754930884967
liquid-compile,221.12082746175545,0.09783601093648381,179.62139073568278,2.8245091147582047,173.2939057925969,0.2922913865150051,1.231038388891778,2.826203040191582,1.2759873259847878,0.30823065984231335,99.89429552842992
liquid-render,576.2724497810352,0.07664813485088165,313.46785597676455,0.11780509501554141,284.3695295092307,0.11340020381054497,1.8383781264760708,0.1405452844735094,2.0264915540549477,0.13687418602640922,99.86292174589418
lobsters,3216.2648655474186,0.43897343449413373,2350.4155583679676,1.2289436429753648,2229.8384968191385,0.8859017484303205,1.3683813715820794,1.3049904803488555,1.4423757012606142,0.9886959007012592,99.0330238861595
mail,476.804241609688,0.18090897339275705,367.79103401516164,0.2082382677889332,336.0493841109338,0.21857011178411995,1.296399850764259,0.27584639353407675,1.4188517049990768,0.2837268940712952,99.76327125001242
psych-load,8157.124667242169,0.043269628545837976,5441.663273796439,0.02872488590822058,4733.429010212421,0.021213508416651695,1.4990131246307816,0.05193630546096907,1.7233013634815457,0.04818997503462882,99.99210859740911
railsbench,9484.964185580611,0.03493232526278837,6324.400279670954,0.44808613315198403,5766.541277617216,0.048306775162656586,1.4997412823582532,0.4494457142652078,1.6448272420066468,0.059613856400007346,99.8079554817662
rubocop,531.3375038518147,0.4808740717357439,397.72125221086,4.445737265546137,356.3996385162075,4.230231224065864,1.3359545181410508,4.4716685596244,1.490847482516882,4.257475317829745,99.63072143602142
ruby-lsp,402.76762825938374,0.2294492800084942,300.2204857766628,1.0660642056025025,310.4335808650006,0.7019497547052443,1.3415727684852485,1.090476896849865,1.297435757874844,0.7384987679252885,97.52676370808136
sequel,236.5345504357774,0.2662478092580542,214.16957101976598,0.17472797636019882,196.43802878323135,0.2985770652695409,1.1044265033053986,0.3184615544420447,1.2041179190246936,0.40004519724611726,96.75030978732148
binarytrees,995.3807061981587,1.0395568627735652,498.278153293273,2.2532785704414913,463.65340805866504,2.1451241546833684,1.9976406744292974,2.481520257211387,2.146820639938476,2.3837441368455745,99.9848339242764
blurhash,1014.3400058150291,1.3929052284974497,436.8386999782869,0.3493865715831597,409.51987623702735,0.6394614733330697,2.3220012463764017,1.436055692505749,2.4769005478697106,1.5326760751877198,99.98135922450105
erubi,650.9492688283727,0.12386570286344871,617.9628916657888,0.4037975744426626,559.3517939136786,0.21954181963210237,1.0533792200267325,0.4223685517076689,1.1637564693836127,0.2520740425216979,99.93966443948639
etanni,2614.060725271702,0.07818395238199738,916.1347209111503,0.11355673372464942,2440.5656840652227,0.02329904434390117,2.85335842600951,0.13786900371106395,1.0710880441937094,0.08158171288597407,99.91820529821332
fannkuchredux,5551.772294938564,0.8814352366049338,1673.7707860767841,0.08898058188165318,1376.098895072937,0.24899054245991958,3.316925077866592,0.8859151315339372,4.034428277514389,0.9159281448690616,74.28186555490169
fluentd,5006.416160613298,0.5363397323977556,5716.061333939433,0.4227625836029478,4630.350916460156,0.43602664968495525,0.8758506720156103,0.6829264313548974,1.081217439226105,0.6912159921355862,99.97568265627406
graphql,11328.4632217139,0.07796547320401698,9741.098143532872,0.04283769151584956,9051.730961352587,0.03679213505138053,1.162955454794887,0.0889588827848764,1.2515245172533394,0.08621065023281817,99.44085916083338
graphql-native,1743.4873223304749,0.11800573845440913,1578.382135182619,0.07078108811878286,1464.1251299530268,0.08203053271763862,1.1046040648000321,0.13760565665498392,1.190804861321116,0.1437162572783956,99.89847560367143
lee,3664.6028388291597,0.5292210992921446,2842.997533082962,1.0402001240374743,2557.3748249560595,0.7414128940541986,1.2889926200024677,1.1670866591575635,1.4329549204396053,0.9109160506906266,99.95552012541958
matmul,3946.960726007819,4.64116122857645,2182.5892630964518,0.41111884353140915,2136.5472186356783,0.0722189070864616,1.8083845608258164,4.65933431437881,1.8473547841962534,4.641723076636738,99.64085753431796
nbody,287.9648955636903,1.276241736730274,126.00132886434226,0.473529360463256,119.43354139189502,1.0528991989194703,2.285411575886823,1.3612578836477116,2.411088980597138,1.654505875981578,99.55569380964589
nqueens,581.5492820526872,2.008462085222447,624.2942638499172,4.745970249850335,104.86992662453832,0.30891898886588054,0.9315307151252217,5.153460348177771,5.545434241932726,2.0320804338062057,89.04334000845554
optcarrot,17456.34689591825,0.5112719115539103,8288.85865919292,0.47633541347010183,7958.124900609255,0.36177846296858196,2.1060012739580194,0.698780647749866,2.1935251223038525,0.6263246951956302,99.49147764944705
protoboeuf,426.24056931646146,0.7511537077720816,209.83138655249337,0.15858419567188362,132.96045957263127,0.5188715261702601,2.03134800908266,0.7677114300416817,3.2057693744930416,0.9129400601189547,99.97547838358777
rack,238.01504088263226,0.6422437216328121,176.51984773110598,0.4873367432890905,158.48975303952255,0.8019328730286479,1.3483755166455977,0.8062097117601484,1.5017692709968353,1.0274109843780854,99.59300096892007
ruby-json,11302.092768624425,0.06306224154388622,9651.607429981232,0.09592385710270089,9828.135732933879,0.035890426154348405,1.1710062650824582,0.11479648370049855,1.1499732071008488,0.07256010610576713,99.98260446964176
rubykon,35607.4387665838,0.5292048521982976,21205.941267684102,0.45472311016312733,19680.528523400426,1.003586805058991,1.6791255958463986,0.6977326726667238,1.8092724859622573,1.1345678696661274,99.94793344196893
sudoku,4800.217059627175,0.2790483819198517,1623.7780202180147,0.05840844713094918,1375.8510981375973,0.030584666946164102,2.9562027566937257,0.28509567893662696,3.4889073869439255,0.2807194708321729,99.71182750472146
tinygql,2631.486723944545,0.2633586577451099,1402.8651993721724,0.13673422637695395,1386.834569896261,0.06677401355809441,1.8757944278054801,0.296738995199839,1.897477017854687,0.2716920158855658,99.97949774191389
30k_ifelse,7111.331200972199,0.06290818126418873,1562.9009012132883,0.03403403020114113,1513.0449373275042,0.025560744273545377,4.5500845226025755,0.07152450266657023,4.700013215425686,0.06790280493312194,99.93971021330191
30k_methods,20214.738722518086,0.10322982498215345,3336.1203216016293,0.03542926470980885,3313.230597600341,0.06340524445420323,6.059355411022239,0.1091404121474889,6.101216962429034,0.12114710805522064,99.97606594024298
cfunc_itself,288.4904220700264,0.26842952348309485,48.858339960793124,15.359498656795328,43.23324424451625,13.821317111799479,5.904630044768784,15.361844075408879,6.672883960278295,13.82392350651574,89.82331188930775
fib,514.9119088844377,2.3141711234922524,115.27064236333646,0.050381052227715294,101.58770041246163,2.2740440851563197,4.466982210972853,2.3147194731174157,5.068644203912643,3.2444821605365375,99.98715485601522
getivar,244.87567541346087,0.10894053269243927,47.292780450594776,76.52864709595583,44.50012676778339,80.45245395739815,5.177865904274215,76.52872463576675,5.502808490665754,80.45252771546045,53.96395860080365
keyword_args,664.9087375650803,0.34866390637771266,78.08986833354213,8.763285277529025,66.57839360370956,19.599030997048555,8.514660758871845,8.770218661753397,9.98685461717168,19.60213209176187,91.93634363949289
respond_to,758.4133798877398,0.46709925700778837,40.414084113877394,11.962487651919876,35.08205147917399,15.193671400767661,18.76606624934785,11.971603590924348,21.618273387973396,15.200849724617449,89.96392096094463
ruby-xor,1978.2360639423132,4.934218872980839,538.5585198907748,0.044734818671601326,317.48848259449005,0.08710707987487981,3.673205400860652,4.934421657143001,6.230890795711168,4.934987692978031,99.99228914082812
setivar,190.60126241497898,0.010597129456292124,34.59482436122196,69.0223281787399,31.298531986822795,74.87203363322942,5.509531149076386,69.02232899223863,6.089782820971453,74.87203438316999,68.73874311544803
setivar_object,308.1088466146453,0.006426197057310005,156.9700565813594,41.89339584790132,127.94201441497599,44.41348285142856,1.9628510897232743,41.89339634077146,2.40819130465856,44.413483316332524,59.95340057036541
setivar_young,309.04369488019836,0.026035297498405333,130.6807700778551,42.19480259612257,128.04031003072365,44.57244527014113,2.3648750668983722,42.194810628351775,2.4136437564548414,44.57245287390455,59.95340118360403
str_concat,207.81371099529443,4.125872167593781,81.8276135669498,1.194980264159438,74.59759678007389,0.6103857342307505,2.5396525932564953,4.295439322706766,2.7857963254227047,4.17077833118441,99.75658085903662
throw,64.82741667603288,0.3521491211577592,50.10093736552423,0.24063394569876584,45.646303626536216,0.467015526366368,1.2939362032903265,0.4265134222445277,1.4202117482815375,0.5849038428660202,99.96526827210299
