bench,CRuby 3.3.0dev mem (MiB),YJIT 3.3.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,57.546875,62.80859375,1,1
hexapdf,248.8359375,343.69921875,2,2
liquid-c,43.17578125,47.046875,1,1
liquid-compile,38.7734375,41.671875,1,1
liquid-render,37.76953125,41.88671875,1,1
mail,48.47265625,51.6015625,1,1
psych-load,37.36328125,40.16796875,1,1
railsbench,117.75390625,131.04296875,3,2
ruby-lsp,92.203125,128.7265625,5,5
sequel,41.1640625,44.4921875,1,1
binarytrees,29.74609375,30.1484375,1,1
chunky_png,50.26171875,53.296875,1,1
erubi,40.91796875,139.24609375,1,1
erubi_rails,92.125,99.765625,2,2
etanni,155.7109375,156.8046875,1,1
fannkuchredux,24.015625,24.61328125,1,1
lee,34.625,37.4609375,1,1
nbody,23.8828125,24.40625,1,1
optcarrot,58.4765625,62.11328125,1,1
ruby-json,25.10546875,25.6328125,1,1
rubykon,254.0390625,251.40234375,1,1
30k_ifelse,65.85546875,102.359375,6,5
30k_methods,54.75390625,63.98828125,2,2
cfunc_itself,23.86328125,24.2578125,1,1
fib,23.86328125,24.25,1,1
getivar,23.9296875,24.3359375,1,1
keyword_args,23.86328125,24.27734375,1,1
respond_to,23.93359375,24.3515625,1,1
setivar,23.92578125,24.33203125,1,1
setivar_object,23.86328125,24.2578125,1,1
setivar_young,23.86328125,24.26953125,1,1
str_concat,106.37890625,114.90234375,1,1
throw,23.92578125,24.31640625,1,1
